Gene,Mock,30min,90min,180min
PSMD11,-0.353586,-1.09634,-0.475672,0.103659
PSMD12,-0.622863,-1.32581,-0.786658,-0.412396
PSMD13,0.647997,-0.640003,0.446318,-0.171407
PSMD13-2,0.379306,1.03074,0.59715,-0.309403
PSMD14,-0.0173313,-0.207618,-0.113004,0.0661668
PSMD2,0.0241209,0.23498,0.0926135,-0.825951
PSMD3,0.240392,0.722325,0.404278,0.045952
PSMD4,0.738662,1.43072,0.93482,0.175167
PSMD5,-0.06302,-0.819219,-0.196394,0.231438
PSMD6,0.419981,0.475325,0.357832,0.369388
PSMD7,0.210551,0.100505,0.204258,-0.376131
PSMD8,0.609016,1.25445,0.710916,-0.236514
PSMD9,0.501152,0.756277,0.599625,0.159593
PSME1,0.798279,0.847438,1.04498,2.05277
PSME2,0.990332,1.29955,1.30586,1.95129
PSME3,-0.112395,-0.501408,-0.0259936,0.520165
PSME4,-0.699525,-1.6561,-0.996496,0.0727789
PSMF1,0.231217,0.663059,0.500358,-0.132063
PSMG1,0.355707,0.4191,0.408217,0.198753
PSMG2,0.391962,0.36594,0.622435,1.52829
PSMG3,0.880364,1.84819,1.10447,-0.0769763
PSMG4,1.15345,2.15657,1.82428,0.951544
PSORS1C2,2.36349,2.529,2.0253,3.36849
PSPC1,0.0687751,-0.260426,0.0249508,0.793244
PSPH,0.180361,-0.196848,0.608139,1.04328
PSPN,1.10785,2.76207,0.868106,-0.743852
PSRC1,0.0707022,0.430859,0.629008,-0.131109
PSTK,0.152775,0.188861,0.199069,0.122055
PSTPIP1,0.592595,1.24165,0.768551,2.03824
PSTPIP2,-0.276347,-1.23121,0.157746,0.399459
PTAFR,-0.446192,-0.489565,0.703047,2.39668
PTAR1,-1.58884,-2.81398,-1.84927,-0.835938
PTBP1,-0.520673,-2.29341,-0.466237,1.75317
PTBP2,-1.77798,-4.51262,-2.2699,-2.28163
PTCD2,-0.0107152,-0.192877,-0.124773,-0.373808
PTCD3,0.0546337,-0.395908,-0.0284419,0.600086
PTCH1,-0.300412,-0.797405,-0.696987,-1.85174
PTCH2,0.512204,0.0901938,-0.0697944,-1.85171
PTCHD1,-2.30087,-4.23463,-2.48726,-3.79718
PTCHD2,0.0332891,0.683969,-0.107937,-3.31322
PTCRA,0.208881,1.59901,-0.734775,-1.75641
PTDSS1,0.106558,-0.0309433,0.214203,-0.496557
PTDSS2,0.60748,1.87091,1.07612,-0.75277
PTEN,-0.59913,-1.18727,-0.309511,-0.556506
PTER,0.321764,-0.54628,0.370444,0.707975
PTF1A,3.00866,2.77245,2.91617,-1.13772
PTGDR,-0.321228,-0.507513,-0.403292,-2.68339
PTGDS,0.449567,1.82859,0.980312,-1.8695
PTGER1,-0.489904,-0.506679,-0.492541,-1.66473
PTGER2,-1.06788,-1.90655,-0.921832,1.636
PTGER3,-0.396217,0.0349895,-0.376999,-2.4231
PTGER4,-0.113691,-0.0201044,0.445915,1.58927
PTGES,1.49527,1.4245,1.2325,1.88108
PTGES2,0.640199,1.50392,0.697509,-0.477149
PTGES3,-0.375508,-0.271107,-0.0670817,0.0509546
PTGFR,-0.632481,-1.27123,-0.651468,-2.4391
PTGFRN,0.0605348,-0.449059,0.0942765,-0.349404
PTGIR,-0.585779,-0.636488,-0.538092,-2.91157
PTGIS,0.777436,0.0290037,1.02273,-0.74604
PTGR1,0.307378,-0.104553,0.502939,0.951265
PTGR2,-0.555208,-1.52684,-0.675068,-0.251592
PTGS1,1.26837,1.03633,1.3133,0.537853
PTGS2,-0.0582777,-0.56745,-0.707832,-0.896063
PTH,1.27649,0.717682,0.122106,-1.85893
PTH1R,0.499187,1.34027,0.415798,-1.85325
PTH2,1.84535,3.94389,0.65866,0
PTH2R,-1.53511,-1.69499,-0.935361,-1.29834
PTHLH,1.84666,0.830756,0.871943,-0.880591
PTI,0.644002,-0.1244,0.616329,0.120231
PTK2,-0.257165,-0.786758,-0.252299,-0.56345
PTK2B,-0.204913,-1.32314,-0.192619,2.29222
PTK2B-2,1.3989,2.19533,0.698951,2.64353
PTK6,-0.0518459,-0.639631,0.415825,0.78173
PTK7,0.168412,0.43524,0.348302,-1.2751
PTMA,0.764919,-0.0247284,0.801554,2.23462
PTMA-2,0.411327,0.883813,0.774326,1.93837
PTMS,0.730109,1.65365,1.10539,0.581511
PTN,-0.298932,-0.545447,-0.276947,-1.8348
PTOV1,0.942427,1.95088,1.3099,-0.416581
PTP4A1,-0.914544,-1.29213,-0.602311,-0.26133
PTP4A2,-0.0866261,-1.01763,-0.202609,1.04546
PTP4A3,0.699695,1.11544,0.68209,-1.56401
PTPDC1,-0.227633,-1.27156,-0.602838,-2.09139
PTPLA,0.105961,-0.024201,0.184537,-0.907869
PTPLAD1,-0.573986,-2.38347,-1.0516,-1.80232
PTPLAD2,-0.962419,-1.59145,-0.715444,-0.573481
PTPLB,-1.05484,-2.08491,-1.14393,-1.38721
PTPMT1,1.08207,2.11429,1.5003,0.378084
PTPN1,-0.323695,-0.535397,0.283944,2.87627
PTPN11,-2.44923,-4.91187,-2.71919,-1.0226
PTPN12,-1.02702,-1.56158,-1.1291,-0.518036
PTPN13,-1.77697,-5.65311,-2.44983,-1.68941
PTPN13-2,-0.143055,-0.52694,-0.105658,-0.589439
PTPN14,-2.00657,-2.21474,-2.1407,-3.33339
PTPN18,0.557321,0.996013,0.963201,1.96229
PTPN2,-0.00124666,-0.684176,0.0323947,1.18956
PTPN20B,-1.17172,-2.13867,-1.19291,-1.63631
PTPN21,-1.18404,-3.10249,-1.23821,-2.48339
PTPN22,-1.94188,-2.01047,-1.49356,1.88789
PTPN23,0.294709,1.51414,0.876841,0.437813
PTPN23-2,-0.689161,-2.63749,-1.16412,-0.416992
PTPN3,-1.09215,-0.997157,-1.027,-1.77494
PTPN4,-2.35073,-2.90869,-2.49193,-2.09363
PTPN5,0.472494,0.433087,0.530631,-1.58161
PTPN6,0.317848,0.139362,-0.336371,2.62501
PTPN7,0.323713,0.602591,0.140484,4.28301
PTPN9,-0.0142318,-0.291382,0.0191881,-0.582141
PTPRA,-0.386286,-0.464028,-0.361025,-1.09306
PTPRB,-0.433243,-1.84758,-0.320151,-1.04527
PTPRC,-0.971021,-1.90305,-0.408878,3.43819
PTPRCAP,0.0439578,0.918293,0.793971,3.83374
PTPRD,-1.30209,-1.96206,-1.4204,-2.33314
PTPRE,0.124617,-1.15424,-0.148931,0.275715
PTPRF,-0.589828,-0.275883,-0.306858,-0.341818
PTPRG,-1.44461,-2.20984,-1.48025,-2.27207
PTPRH,-0.643103,0.0487357,0.178314,1.76595
PTPRJ,-1.14912,-3.12803,-1.22748,-0.0622891
PTPRK,-0.680388,-1.65764,-0.183069,0.191961
PTPRK-2,-1.9599,-4.69147,-1.85964,-0.647264
PTPRM,-0.359782,-1.16599,-0.157668,-1.41325
PTPRN,-0.101422,0.958683,0.223472,-3.01536
PTPRN2,-0.146002,0.0753687,-0.142614,-2.83391
PTPRO,-1.01328,-2.40134,-1.11845,-3.65481
PTPRQ,-0.410147,-1.58362,-1.00143,-0.771788
PTPRR,-0.570956,-0.632102,-0.767584,-2.53991
PTPRS,-0.54941,-0.358189,-0.365219,-2.26981
PTPRT,-0.914576,-0.628783,-0.664067,-2.36989
PTPRU,0.282011,-0.506761,0.437744,-0.691125
PTPRZ1,0,-1.96449,-1.28849,-1.56541
PTRF,0.817339,0.469434,0.945187,-0.569019
PTRH1,-0.2848,0.693369,0.528199,0.24781
PTRH2,0.779731,1.1916,1.02458,0.994633
PTRHD1,0.593337,0.821878,0.478839,0.242764
PTS,-0.0778189,-0.592919,0.0711916,-0.0749114
PTTG1,0.661595,0.900717,0.826752,-0.538762
PTTG1IP,0.471468,0.122212,0.549604,0.0455437
PTX3,-0.17007,0.360334,3.18829,2.16983
PTX4,0.412033,0,-0.084059,0
PUF60,0.470997,0.994349,0.77696,0.158921
PUM1,-1.05714,-1.2749,-0.705665,-0.0728008
PUM2,-1.01377,-1.59121,-0.829786,0.332791
PURA,-1.06198,-0.955286,-0.523966,-0.618696
PURB,-1.20363,-1.767,-0.87124,0.293933
PURG,-1.62483,-3.2453,-1.64543,-4.11168
PUS1,0.326767,1.15727,0.506841,0.45742
PUS10,-0.431967,-1.05863,-0.530608,0.445577
PUS3,0.162054,-0.406887,0.175956,0.484082
PUS7,-0.773376,-1.54043,-0.84695,-0.110515
PUS7L,-0.679166,-1.644,-0.847322,0.453801
PUSL1,0.528596,1.07434,0.674136,0.125273
PVALB,1.19996,2.32577,1.21067,-2.34874
PVR,0.303886,0.28628,0.110142,-1.18072
PVRIG,-0.12943,0.0607313,0.0706362,3.46329
PVRL1,-1.49558,-5.54851,-1.96996,0.561828
PVRL2,0.515528,1.10056,0.936667,0.141684
PVRL3,-1.41047,-2.75334,-1.89168,-2.67291
PVRL4,2.52024,0.509482,0.787236,2.96623
PWP1,0.21145,0.173965,0.261098,0.102668
PWP2,-0.187996,-0.309768,0.000454245,0.575651
PWWP2A,-0.974872,-2.78575,-1.35811,0.550795
PWWP2B,-0.19692,0.554421,0.151252,-0.0281479
PXDC1,0.814708,1.51116,1.15779,0.485062
PXK,-0.578734,-1.51122,-0.211404,0.648896
PXMP2,0.908661,1.09313,0.881638,-0.678728
PXMP4,-0.347591,-0.491207,-0.230632,-0.254963
PXN,-0.454948,-1.92959,0.295065,-0.322134
PXT1,-0.64207,0.836966,-0.957009,1.97783
PYCARD,0.778454,1.53936,1.03624,1.60685
PYCR1,0.952843,0.835048,0.813677,0.252376
PYCR2,0.571688,1.53214,0.727577,0.889171
PYCRL,0.561493,1.61869,0.879043,0.0369038
PYGB,0.232424,1.10667,0.463692,-1.48275
PYGL,-0.225303,-0.0941948,0.0106139,0.214121
PYGM,-0.0255218,0.0797184,0.0616194,-2.24661
PYGO1,-1.30863,-1.81938,-0.913768,0.651004
PYGO2,0.147857,-0.50172,0.195242,0.375136
PYROXD1,-0.175323,-0.580808,-0.281474,0.0180599
PYROXD2,0.653798,1.09322,0.363725,1.84707
PYURF,0.482599,1.21089,0.340668,-2.09761
PYY,0.981503,2.38451,1.20792,-2.36575
PYY2,1.35153,2.83466,1.99693,-0.20703
QARS,0.443782,0.602798,0.656935,0.937192
QDPR,0.501438,1.45527,0.834387,-0.912623
QKI,-1.61579,-3.50614,-1.79697,-2.48481
QPCT,-0.542002,-0.573472,-0.376309,-1.4408
QPCTL,0.503076,1.13852,0.461875,-0.66826
QPRT,1.01445,1.37163,0.925579,-1.41396
QRFP,-0.236377,2.41672,1.87762,-3.80465
QRFPR,-0.598061,-1.25708,-0.81288,-2.94445
QRICH1,-0.142824,-0.503399,-0.0712707,0.561955
QRICH2,-0.879054,-1.94538,-0.828647,-1.11889
QRSL1,-0.506022,-2.17736,-0.767601,-0.134463
QSER1,-1.12804,-1.78518,-1.27362,-0.614905
QSOX1,0.548961,0.692966,0.692436,-0.310982
QSOX2,0.404258,0.0898392,0.452434,1.52994
QTRT1,0.527131,1.04757,0.976506,1.01372
QTRTD1,-0.243772,-1.46756,-0.469371,0.352515
R3HCC1,0.592771,1.50826,0.969691,-0.0015755
R3HCC1L,0.671424,0.0688754,1.0029,1.39134
R3HDM1,-0.273752,-0.610733,-0.250459,0.234264
R3HDM1-2,-2.07965,-4.47837,-2.88076,-0.758009
R3HDM2,-0.209914,-0.908745,-0.137683,0.30993
R3HDM4,0.505343,0.75941,0.79461,0.805855
R3HDML,-0.279582,-0.798232,0.891112,-1.51284
RAB10,-0.972454,-1.99474,-1.1063,-0.260601
RAB11A,-0.33139,-0.367174,-0.271256,-0.892499
RAB11B,0.257238,0.93849,0.574529,-0.784129
RAB11FIP1,-1.70044,-1.06264,-1.41567,1.51685
RAB11FIP2,-2.9228,-6.09405,-3.41882,-1.44605
RAB11FIP3,0.138898,1.05534,0.546213,-0.513543
RAB11FIP4,-1.63309,-2.45905,-1.91252,-1.33909
RAB11FIP5,0.242475,0.570635,0.249141,-1.56891
RAB12,-0.0480572,-0.767337,0.055764,-0.258135
RAB13,0.805162,0.177042,0.742687,0.436829
RAB14,-0.455822,-0.847613,-0.327256,-0.4003
RAB15,0.149478,0.50771,0.0540065,-2.04606
RAB17,0.209848,0.861614,0.0824407,2.06052
RAB17-2,-1.13453,-0.871859,0.513565,0.279179
RAB18,-0.611936,-1.06662,-0.556053,-0.806279
RAB19,-0.0290059,-0.748379,-0.0307023,5.41006
RAB1A,-0.509672,-0.902282,-0.439838,-0.479871
RAB1B,0.309601,0.516347,0.554962,0.0915524
RAB20,0.506294,0.480665,0.742704,1.02661
RAB21,-0.725119,-0.832709,-0.364392,-0.35644
RAB22A,-0.646618,-1.14724,-0.564553,-0.553563
RAB23,-1.85135,-4.59249,-2.51808,-1.70024
RAB24,0.592142,1.28372,0.758882,0.440732
RAB25,-0.270333,-0.113441,2.08658,6.68679
RAB26,0.311853,0.743354,0.719383,-0.382879
RAB27A,-0.844589,-1.6337,-0.445878,2.32358
RAB27B,-1.59995,-2.09154,-1.39696,-0.293796
RAB28,0.000350324,-0.73586,0.0360565,0.0752921
RAB2A,-0.0930075,-0.338982,-0.00763684,-0.556172
RAB2B,-0.158731,-0.820858,-0.393491,-1.58557
RAB30,-1.03326,-1.38026,-0.886164,-0.902984
RAB31,-0.129902,-0.969571,-0.322739,-0.992941
RAB32,0.824008,0.801292,0.834292,1.16606
RAB33B,-0.907454,-0.99673,-0.56607,-0.492038
RAB34,0.974848,1.07063,0.991074,-0.711559
RAB35,0.0987921,0.120233,0.306467,0.207893
RAB36,-0.0849621,0.360896,0.20718,1.75659
RAB37,0.0834738,0.257087,-0.126623,-0.537864
RAB38,0.432799,-0.25918,0.100089,-0.285035
RAB39,-3.25253,-2.98943,-3.26786,-2.21941
RAB39-2,-1.88959,-4.65214,-3.31005,-2.09595
RAB39B,-0.807381,-2.20681,-1.38831,-3.08641
RAB3A,0.368281,1.05828,0.432861,-2.88564
RAB3B,-0.949728,-3.36681,-1.23251,-3.53417
RAB3C,-0.880562,-1.54813,-1.03433,-3.29125
RAB3D,-0.21922,-0.231354,-0.246753,-2.59342
RAB3GAP1,-0.356829,-1.32968,-0.374064,-0.234358
RAB3GAP2,-1.24903,-2.13478,-1.50302,-0.971707
RAB3IL1,0.767334,0.730355,-0.0222508,-2.20609
RAB3IP,0.0501236,0.336011,-0.155318,-1.64731
RAB40B,0.367945,-0.0463657,0.271552,-0.114132
RAB40C,0.187453,1.03428,0.551058,-0.322605
RAB42,0.256586,-0.13584,0.16875,3.76568
RAB44,-1.18613,-0.149038,-0.390935,-2.20233
RAB4A,-0.892769,-1.27124,-0.827651,-0.843291
RAB4B,0.501447,1.30777,0.658074,-0.298088
RAB5A,-0.773839,-2.69796,-0.926526,-1.26452
RAB5B,-0.194103,-0.940785,-0.416791,-0.948057
RAB5C,0.248983,0.0824718,0.325876,0.0755968
RAB6A,-0.845319,-0.986223,-0.886302,-1.94585
RAB6B,-0.536831,-0.845136,-0.670809,-3.16823
RAB7A,0.125833,0.189114,0.270292,-0.32689
RAB7B,0.613072,-0.201312,0.249382,0.362712
RAB7L1,-0.319694,-1.1399,-0.258113,1.17436
RAB8A,0.293788,-0.0413513,0.337948,1.39816
RAB8B,-1.15929,-1.58542,-0.702398,-0.190368
RAB9A,0.376378,0.08029,0.35678,0.518483
RAB9B,-0.925482,-1.59336,-1.18649,-3.2191
RABAC1,0.894113,1.86458,1.22533,-0.662342
RABEP1,-0.454173,-1.1001,-0.517221,-0.285693
RABEP2,0.353708,1.40541,0.727736,0.934677
RABEPK,0.451474,0.837038,0.767219,0.138315
RABGAP1,-0.550156,-2.21965,-0.811073,-0.729662
RABGAP1L,-1.5726,-2.98669,-2.08231,0.600131
RABGAP1L-2,-0.97903,-1.51963,-0.947956,-0.192673
RABGEF1,-0.52605,-2.24104,-0.598382,0.312501
RABGGTA,0.365545,1.26993,0.819921,-0.134168
RABGGTB,0.049639,-0.40572,0.0332742,0.203448
RABIF,0.0351626,0.594861,0.0111035,0.0451545
RABL3,-0.312756,-1.15175,-0.485222,-0.458964
RABL5,0.306959,0.319712,0.226907,-0.0291444
RABL6,0.36097,1.24848,0.567983,-0.0664931
RAC1,0.243645,0.397277,0.507109,0.542556
RAC2,0.380038,-0.220187,0.73368,4.1752
RAC3,0.4551,1.04253,0.647371,-1.62305
RACGAP1,-0.587464,-0.900685,-0.438936,1.46048
RAD1,-0.732714,-1.55213,-0.75025,0.132323
RAD17,-0.318664,-0.929951,-0.420632,0.434614
RAD18,-0.169606,-0.681165,-0.309974,0.868688
RAD21,-0.756567,-1.11862,-0.4933,0.631259
RAD21L1,-1.47935,-0.954982,-1.02707,-0.906029
RAD23A,0.569207,0.712617,0.771704,0.486579
RAD23B,-0.603143,-0.462602,-0.345068,-0.317596
RAD50,-0.505231,-0.72056,-0.666534,0.412862
RAD51,0.0939524,-0.586054,-0.0140515,2.21341
RAD51AP1,0,0,0,20
RAD51AP2,-0.443086,-2.25204,-0.806377,-1.03167
RAD51B,0.180173,-0.538097,0.257696,1.06949
RAD51C,-0.59019,-1.08014,-0.672519,0.704504
RAD51D,0.41915,0.925018,0.750372,-0.013592
RAD52,0.351697,0.403492,0.584494,0.463242
RAD54B,-1.26933,-2.44857,-1.62277,-1.05047
RAD54L,-0.171769,0.488116,0.255854,2.13665
RAD54L2,-1.76872,-3.17085,-2.41005,-0.782167
RAD9A,0.761624,0.487002,0.822468,1.67349
RAD9B,-0.0111664,-0.194556,-0.141051,0.583219
RADIL,0.192373,0.43518,0.44709,-1.98957
RAE1,-0.0792579,-0.630297,-0.0961175,0.422305
RAET1G,-0.556585,0.864984,-0.49725,-0.502573
RAET1L,-0.587969,-2.95896,-2.1512,-1.69883
RAF1,-0.137306,-2.30073,-0.236323,0.306852
RAF1-2,-1.12037,-3.02493,-1.43939,-0.091627
RAF1-3,0.496579,0.764362,0.855053,0.818778
RAG1,0.395091,-0.490016,-0.278733,-2.57087
RAG2,-0.745063,-1.21148,-0.934379,-2.33285
RAI1,-0.394381,-0.583883,-0.434813,-0.971305
RAI14,-0.333103,-1.58169,-0.253103,-0.723918
RAI2,0.162308,0.141241,0.356888,-0.847341
RALA,-0.39449,-0.578575,-0.495,-0.578018
RALB,0.00418682,-0.555361,0.0273934,0.0172237
RALBP1,-0.324536,-1.22492,-0.330495,0.717445
RALGAPA1,-1.26822,-1.71085,-1.42531,-1.79974
RALGAPA2,-0.631192,-1.3194,-0.76216,-0.559683
RALGAPB,-1.01484,-1.53641,-1.10565,-1.06696
RALGDS,-0.195643,0.0473522,-0.109627,-0.304483
RALGPS1,-1.45635,-1.4344,-1.60886,-2.16134
RALGPS1-2,-1.5519,-2.19826,-2.31257,-1.2222
RALGPS2,-1.06936,-1.84825,-0.983104,0.902812
RALY,0.591709,1.28554,0.914164,0.964908
RALYL,-0.320957,-0.206903,-0.149512,-2.66734
RAMP1,0.496346,1.33166,0.912643,-0.155724
RAMP2,1.72304,1.46854,2.65197,0.573596
RAMP3,1.21537,1.16399,1.54077,-0.215811
RAN,0.516639,0.228811,0.486708,0.822676
RANBP1,0.580473,1.47077,0.873883,1.15076
RANBP10,-0.298273,-0.425437,-0.0487874,0.156693
RANBP17,-1.25584,-2.27638,-1.69232,-2.09435
RANBP2,-0.829031,-1.4165,-0.842558,0.467074
RANBP3,0.304866,0.285041,0.423166,0.499553
RANBP3L,-1.38452,-1.78772,-0.906641,-2.94624
RANBP6,-1.1923,-1.32281,-1.07166,-1.05225
RANBP9,-0.430448,-0.594408,-0.239404,0.168514
RANGAP1,0.531818,1.22424,0.790671,0.60471
RANGRF,1.04832,1.74805,1.28215,0.296234
RAP1A,-0.488975,-0.702519,0.151758,0.848324
RAP1B,-0.629489,-0.996893,-0.391702,0.252771
RAP1GAP,-0.00278673,0.586225,0.0975099,-1.59625
RAP1GAP2,-0.542958,-0.975726,-0.783582,-3.07784
RAP1GDS1,-0.222061,-0.821725,-0.426707,-1.42764
RAP2A,-0.917477,-1.22593,-0.837883,-1.40647
RAP2B,-0.190223,-0.809729,-0.0875334,0.631551
RAP2C,-0.864202,-1.05382,-0.482884,0.266929
RAPGEF1,-0.187715,-0.429195,0.101262,1.83773
RAPGEF2,-0.627473,-1.49011,-0.895925,-1.27888
RAPGEF3,-0.118836,-0.155033,0.177635,-0.649742
RAPGEF4,-1.25559,-1.53397,-1.60635,-3.49718
RAPGEF5,-1.4115,-3.00259,-0.564244,-0.853165
RAPGEF6,-1.64601,-1.81445,-1.46157,0.122136
RAPGEFL1,-0.0772071,-0.93509,-0.257523,3.64543
RAPH1,-1.95127,-3.2489,-2.43958,-2.96406
RAPSN,0.433784,1.53707,0.793441,-2.28799
RARA,0.457132,0.308762,-0.0768923,0.406104
RARB,-0.179456,-2.14666,-0.425045,-0.361585
RARG,0.489348,0.0659261,0.661557,-0.252482
RARRES1,0.700798,0.0595204,0.59346,1.47905
RARRES2,0.765953,2.27094,1.2781,0.0369294
RARS,0.317004,-0.188698,0.22997,0.500536
RARS2,0.145079,-0.365839,0.0538978,0.404696
RASA1,-0.80968,-1.42701,-0.959316,-0.34837
RASA2,-1.25838,-1.75042,-1.49451,0.546842
RASA3,0.0417652,0.17282,0.175851,1.06517
RASA4,-0.269492,-0.696006,0.420364,-0.278577
RASAL1,0.134839,-0.232236,1.37292,3.59979
RASAL2,-0.571224,-1.51125,-0.642127,0.185677
RASAL3,-0.0718214,0.47598,1.94393,3.68963
RASD1,0.626752,1.72016,1.61284,-1.11473
RASD2,-0.140835,0.773691,0.000121375,-2.37871
RASEF,-0.180686,-2.04439,0.393926,2.15175
RASGEF1A,0.288177,-0.871349,0.650788,-0.0101774
RASGEF1B,-0.167298,-0.572089,0.404922,-0.0680129
RASGEF1C,-0.511811,-0.74058,-0.602769,-3.14121
RASGRF1,-0.616098,-0.591897,-0.831719,-3.09633
RASGRF2,-0.841837,-1.73342,-0.88525,-1.58535
RASGRP1,-1.8601,-2.50693,-1.83964,2.42681
RASGRP2,-0.00860726,-0.138776,0.729021,4.34383
RASGRP3,-1.39884,-3.1046,-1.55236,1.86139
RASGRP4,0.498466,0.468937,0.557486,0.724535
RASIP1,0.710832,0.911802,0.613172,-0.870351
RASL10A,0.16993,1.04953,0.14023,3.31462
RASL10B,-0.296064,-0.569472,-0.11714,-1.6437
RASL11A,0.586819,1.69422,1.04976,-0.192305
RASL11B,0.124164,0.0545402,0.63214,-1.44385
RASL12,0.664832,0.392256,0.622589,-1.63648
RASSF1,0.522335,0.720964,0.663942,0.465864
RASSF10,-0.0911565,0.479154,0.449609,1.07196
RASSF2,-2.56413,-5.711,-2.9622,-0.342927
RASSF3,-0.629982,-3.89184,-0.971661,0.792706
RASSF4,0.332505,0.54606,0.307647,-1.7799
RASSF5,0.171469,0.270991,0.0107451,-0.238401
RASSF6,-1.02079,-3.76184,-1.70986,2.61945
RASSF7,0.754676,1.83766,0.986812,0.11723
RASSF8,-1.41889,-1.62956,-1.53705,-1.92152
RASSF9,-3.04824,-6.92853,-3.70865,-0.987329
RAVER1,0.29185,0.256849,0.426988,2.02051
RAVER2,-1.03211,0.572786,-0.212204,-0.132281
RAX,0.481225,0,-0.50883,1.52853
RAX2,-0.170516,1.73232,1.5358,-0.547798
RB1,-1.24246,-2.01095,-1.25985,-0.546249
RB1CC1,-0.84038,-1.16133,-0.844139,-0.69314
RBAK,-0.0819264,-1.86577,-0.545009,0.468096
RBBP4,-0.287616,-0.812423,-0.174161,0.822411
RBBP5,-0.287255,-1.12003,-0.44257,0.138225
RBBP6,-0.652329,-1.75609,-0.942035,0.718798
RBBP7,0.136862,-0.29551,0.0584508,0.418872
RBBP8,-0.28897,-0.978402,-0.614556,0.974524
RBBP8NL,-0.369711,0.464622,0.493942,5.02197
RBBP9,-0.451358,-0.296105,-0.358293,-0.777676
RBCK1,0.577361,1.14122,0.878855,1.17662
RBFA,0.101406,0.222745,0.214416,0.568387
RBFOX1,-0.977451,-1.15913,-1.06507,-3.35394
RBFOX2,-0.31718,-0.649255,-0.359152,-1.90967
RBFOX3,-0.0496984,0.42612,0.0946518,-2.99988
RBKS,0.809334,0.791097,0.830651,0.95625
RBL1,-1.4086,-4.18088,-1.95971,1.72486
RBL2,-0.958542,-2.33561,-1.02532,0.491557
RBM10,0.278449,0.486012,0.628352,1.07071
RBM11,-0.689624,-0.422089,-0.581583,-2.1681
RBM12,-1.10692,-1.76068,-0.547117,0.939257
RBM12B,-1.07637,-1.86649,-0.970593,0.0670522
RBM14,0.356826,0.385425,0.878083,0.938781
RBM15,-0.361255,-0.0463577,-0.150592,0.992402
RBM15B,0.29993,0.376904,0.502151,0.908218
RBM17,0.0557415,-0.476397,0.295763,0.48845
RBM18,-0.409799,-0.605067,-0.253732,-0.457101
RBM19,0.344916,0.696742,0.314903,0.363035
RBM20,0.58679,-0.0122898,0.508049,0.125177
RBM22,0.0160992,-0.212995,0.258707,0.529356
RBM23,0.136914,-0.602019,-0.0861585,0.724057
RBM24,-1.57759,-1.43272,-0.458328,1.83474
RBM25,-1.00931,-2.1594,-1.16188,0.175432
RBM26,-0.845555,-0.780798,-0.499696,0.178713
RBM27,-1.7012,-3.29372,-2.08225,0.302284
RBM28,-0.0778894,-0.463406,-0.103808,1.12979
RBM3,-0.221551,-0.0565312,0.115717,1.17427
RBM33,-0.778549,-1.00353,-0.866379,0.329655
RBM34,0.327887,0.552683,0.321745,1.11305
RBM38,-0.113173,0.203845,-0.365089,2.53111
RBM39,-0.0731845,-0.833187,-0.163589,0.771647
RBM4,0.376158,0.560621,0.721447,0.625636
RBM41,-2.12624,-4.20267,-2.46021,-0.827852
RBM42,0.548708,1.28999,0.94857,0.412914
RBM43,-0.410478,-1.5981,-0.77662,0.962598
RBM44,0.457559,-2.1804,0.0255075,-0.820298
RBM45,-0.182398,-0.867744,-0.195263,1.40289
RBM46,-1.06097,-0.089315,-0.0355334,-1.84594
RBM47,-0.638843,-1.44442,1.30538,4.01982
RBM48,0.388821,-0.0351118,0.307429,0.603336
RBM4B,-0.0173492,-0.402367,-0.0561434,0.404181
RBM5,0.044785,-0.819672,-0.0149123,0.314246
RBM6,0.0773443,-0.462698,-0.0262104,0.911584
RBM7,-0.721672,-0.39356,-0.121451,0.853211
RBM8A,0.311285,0.551408,0.502461,0.632639
RBMS1,-1.0718,-0.72951,-1.00099,-1.09793
RBMS2,0.0442859,-0.725657,0.433922,-0.085162
RBMS3,0,-1.13263,-1.1825,-2.44364
RBMX,-0.663431,-1.4357,-0.617231,0.640546
RBMX2,0.264137,-0.458618,0.0723661,0.843146
RBMXL2,0,3.11283,1.21083,1.32447
RBP1,0.905823,1.55745,1.60813,-0.00111997
RBP2,-0.0649736,4.59294,2.70161,0
RBP3,0.596604,-0.487651,0.113819,-3.20367
RBP4,0.535725,0.944915,0.805325,-1.81609
RBP5,0.0737281,-0.827668,-1.13848,-4.90444
RBP7,1.87,1.92122,2.51178,3.85852
RBPJ,-1.35721,-1.82253,-0.964461,0.016974
RBPJL,-0.367018,1.94522,0.449533,-1.27568
RBPMS,1.24505,0.80101,1.31472,1.80861
RBX1,0.365394,0.0431315,0.407781,-0.0788404
RC3H1,-2.93774,-4.2857,-2.75789,-0.835251
RC3H1-2,-3.08984,-5.82121,-3.85118,-1.05101
RC3H2,-3.31037,-6.46544,-3.7197,-0.760014
RCAN1,-0.170255,-0.0677883,0.257106,-0.210077
RCAN2,-0.419662,-0.527083,-0.397189,-2.50965
RCAN3,-0.612249,-1.08797,-0.638065,-0.279849
RCBTB1,-0.751829,-0.950615,-0.631059,-1.14935
RCBTB2,-0.359206,-0.625575,-0.136788,-0.33628
RCC1,-0.503731,-0.966938,-0.260522,2.11936
RCC2,-0.0353929,0.174266,0.239144,1.49517
RCCD1,0.246223,-0.23787,0.132817,1.62732
